ID,Compound Name,Primary Therapeutic Area,Primary Mechanism of Action,TASS Score,MANS Score,Disease similarity,Rationale for Scores
632,Mexiletine,Antiarrhythmic,"Class IB antiarrhythmic, sodium channel blocker",0.2,0.5,4.3,Cardiovascular drug for arrhythmias.
633,Mianserin,Antidepressant,"Tetracyclic antidepressant, antagonist at various serotonin, histamine, and adrenergic receptors",1.8,2.5,2.7,Mental health is a different therapeutic area.
634,Micafungin,Antifungal,"Echinocandin, inhibits fungal cell wall synthesis",0.1,0.1,0,Infectious disease treatment.
635,Miconazole,Antifungal,"Imidazole antifungal, inhibits synthesis of ergosterol",0.1,0.1,0,Infectious disease treatment.
636,Midazolam,"Sedative, Anxiolytic, Anticonvulsant","Benzodiazepine, enhances the effect of GABA",0.2,0.5,0.4,"Used for sedation and anxiety, not metabolic disorders."
637,Midodrine,Orthostatic hypotension,"Alpha-1 adrenergic agonist, vasopressor",0.2,1.5,0,Cardiovascular drug for low blood pressure.
638,Mifepristone,"Abortifacient, Cushing's syndrome",Progesterone and glucocorticoid receptor antagonist,1.5,4.8,3.9,"Can be used for a specific endocrine disorder (Cushing's), but its primary use is unrelated. The mechanism involves hormone receptors."
639,Miglitol,Type 2 Diabetes,"Alpha-glucosidase inhibitor, delays carbohydrate absorption",8.2,5.8,7.8,"Used for diabetes, but the mechanism is different from Wegovy, focusing on carb absorption in the gut."
640,Milk Of Magnesia,"Laxative, Antacid","Magnesium hydroxide, osmotic laxative and antacid",1.5,0.2,0.3,"GI-related, but for constipation and heartburn, not weight loss."
641,Milnacipran,"Fibromyalgia, Depression","SNRI, inhibits reuptake of serotonin and norepinephrine",2.2,3.5,2,Pain and mental health are the primary indications.
642,Milrinone,Heart failure,"PDE3 inhibitor, increases cardiac contractility and causes vasodilation",0.2,1.8,0,Cardiovascular drug for acute heart failure.
643,Minocycline,Antibiotic,"Tetracycline antibiotic, inhibits bacterial protein synthesis",0.1,0.1,0,Infectious disease treatment.
644,Minodronic Acid,Osteoporosis,"Bisphosphonate, inhibits osteoclast activity",0.1,0.2,0,"Bone disease, not a metabolic disorder in the same sense as obesity."
645,Minoxidil,"Antihypertensive, Hair loss treatment","Vasodilator, mechanism for hair growth not fully understood",3.2,1.5,5.3,Used for high blood pressure and hair loss.
646,Mirabegron,Overactive bladder,Beta-3 adrenergic agonist,1.2,3.5,2.5,Urological condition.
647,Mirtazapine,Antidepressant,Noradrenergic and specific serotonergic antidepressant (NaSSA),1.8,2.5,2.8,Can cause significant weight gain.
648,Mitomycin,Chemotherapy,"Antitumor antibiotic, alkylating agent",0.1,0.1,0,Oncology.
649,Mitoxantrone,"Chemotherapy, Multiple Sclerosis",Topoisomerase II inhibitor,0.1,0.2,0,Oncology and neurology.
650,Mizolastine,Antihistamine,H1 receptor antagonist,0.8,1.5,0,Allergy treatment.
651,Moclobemide,"Antidepressant, Social anxiety",Reversible inhibitor of monoamine oxidase A (RIMA),1.8,2.2,1,Mental health.
652,Modafinil,"Narcolepsy, Sleep apnea","CNS stimulant, mechanism not fully understood but affects dopamine",4.2,5.2,3,Can cause appetite suppression and weight loss.
653,Molgramostim,Neutropenia,Granulocyte-macrophage colony-stimulating factor (GM-CSF) analog,0.1,7.5,0,Hematology/oncology.
654,Molnupiravir,Antiviral (COVID-19),"Nucleoside analog, causes viral mutagenesis",0.1,0.2,0,Infectious disease.
655,Mometasone,Anti-inflammatory,Corticosteroid,0.5,0.5,0.2,"Used for skin conditions, allergies, and asthma."
656,Montelukast,"Asthma, Allergic rhinitis",Leukotriene receptor antagonist,0.8,2.2,0,Respiratory and allergy.
657,Morphine,Analgesic,Opioid receptor agonist,0.2,1.2,0.3,Pain management.
658,Mosapride,Gastroprokinetic,5-HT4 receptor agonist,2.2,3.2,2.2,GI motility.
659,Moxifloxacin,Antibiotic,"Fluoroquinolone antibiotic, inhibits DNA gyrase and topoisomerase IV",0.1,0.1,0,Infectious disease.
660,Moxonidine,Antihypertensive,Imidazoline receptor agonist,3.5,2.5,5.2,Cardiovascular.
661,Mupirocin,Antibiotic,"Topical antibiotic, inhibits bacterial protein synthesis",0.1,0.1,0,Infectious disease.
662,Mycophenolate Mofetil,Immunosuppressant,"Inhibits inosine monophosphate dehydrogenase, blocking purine synthesis in lymphocytes",0.1,0.5,3.3,Autoimmune disease and transplant rejection.
663,Mycophenolate Sodium,Immunosuppressant,Same as Mycophenolate Mofetil,0.1,0.5,3.3,Autoimmune disease and transplant rejection.
664,Myo-Inositol,"Dietary supplement (PCOS, metabolic syndrome)",Part of the vitamin B complex,6.5,4.5,4.5,Often used for conditions with insulin resistance. The mechanism is different from Wegovy but targets a related area.
665,N-Butyl-2-Cyanoacrylate,Tissue adhesive,Medical glue,0,0,0,Not a drug in the traditional sense.
666,Nabumetone,"Analgesic, Anti-inflammatory",NSAID,0.5,0.5,4.1,Pain and inflammation.
667,Nadifloxacin,Antibiotic,Fluoroquinolone antibiotic,0.1,0.1,0,Infectious disease.
668,Naftopidil,Benign prostatic hyperplasia (BPH),Alpha-1 adrenoceptor antagonist,0.2,1.2,5,Urological condition.
669,Nalbuphine,Analgesic,Opioid agonist-antagonist,0.2,1.5,0.3,Pain management.
670,Nalidixic Acid,Antibiotic,Quinolone antibiotic,0.1,0.1,0,Infectious disease.
671,Naltrexone,Opioid and alcohol dependence,Opioid receptor antagonist,7.5,7.2,7,Used in combination with bupropion for weight management (Contrave). Different mechanism from Wegovy but also targets appetite regulation in the brain.
672,Nandrolone Decanoate,Anabolic steroid,Androgen receptor agonist,1.2,2.8,3.4,"Used for cachexia and anemia, not weight loss in the obese."
673,Naphazoline,Decongestant,"Alpha-adrenergic agonist, vasoconstrictor",0.1,0.2,0,Symptomatic relief for eye and nasal congestion.
674,Naproxen,"Analgesic, Anti-inflammatory",NSAID,0.5,0.5,4.1,Pain and inflammation.
675,Nateglinide,Type 2 Diabetes,"Meglitinide, stimulates insulin secretion from the pancreas",8.2,6.2,7.2,"Diabetes drug, but can cause weight gain. The mechanism is different from Wegovy."
676,Nebivolol,Antihypertensive,Beta-blocker (beta-1 selective) with vasodilating properties,3.5,1.8,5.2,Cardiovascular.
677,Nefopam,Analgesic,"Non-opioid analgesic, inhibits reuptake of serotonin, norepinephrine, and dopamine",0.5,2.5,0,Pain management.
678,Nelfinavir,Antiviral (HIV),Protease inhibitor,0.1,0.5,3.5,Infectious disease. Can cause metabolic side effects.
679,Neomycin,Antibiotic,"Aminoglycoside antibiotic, inhibits bacterial protein synthesis",0.1,0.1,0,Infectious disease.
680,Neostigmine,"Myasthenia gravis, Reversal of neuromuscular blockade",Cholinesterase inhibitor,0.2,0.8,0,Neuromuscular disorder.
681,Netilmicin,Antibiotic,Aminoglycoside antibiotic,0.1,0.1,0,Infectious disease.
682,Nevirapine,Antiviral (HIV),Non-nucleoside reverse transcriptase inhibitor (NNRTI),0.1,0.2,0.5,Infectious disease.
683,Niacinamide,"Vitamin B3 deficiency, Acne",Form of Vitamin B3,0.3,0.3,0.1,Nutritional supplement and dermatological use.
684,Nicergoline,"Senile dementia, Vascular disorders","Ergot derivative, alpha-1 adrenergic blocker and vasodilator",1.5,2.2,1,Neurological and vascular conditions.
685,Nicorandil,Antianginal,Potassium channel activator and nitric oxide donor,0.2,2.5,5,Cardiovascular.
686,Nicotinamide,"Vitamin B3 deficiency, Acne",Form of Vitamin B3,0.3,0.3,0.1,Nutritional supplement and dermatological use.
687,Nicotine,Smoking cessation,Nicotinic acetylcholine receptor agonist,3.5,4.5,2.5,"Can suppress appetite and increase metabolism, but not used for weight loss."
688,Nicotinic Acid,Dyslipidemia,"Vitamin B3, lowers LDL and triglycerides and raises HDL",5.5,3.8,6.2,"Metabolic disorder, but not primarily for weight loss."
689,Nifedipine,"Antihypertensive, Antianginal",Calcium channel blocker,3.5,1.2,5.6,Cardiovascular.
690,Nimesulide,"Analgesic, Anti-inflammatory","NSAID, preferential COX-2 inhibitor",0.5,0.8,4.1,Pain and inflammation.
691,Nimodipine,Subarachnoid hemorrhage,Calcium channel blocker,0.2,1.2,1,Neurological.
692,Nimorazole,Radiotherapy sensitizer in head and neck cancer,Nitroimidazole,0.1,0.1,0,Oncology.
693,Nimotuzumab,Head and neck cancer,"Monoclonal antibody, EGFR inhibitor",0.1,8.2,0,Oncology. Biologic with a specific target.
694,Nintedanib,"Idiopathic pulmonary fibrosis, Cancer",Tyrosine kinase inhibitor,0.1,7.8,0,Respiratory and oncology.
695,Nitazoxanide,"Antiprotozoal, Antiviral","Thiazolide, inhibits pyruvate-ferredoxin oxidoreductase pathway",0.1,0.2,0,Infectious disease.
696,Nitrazepam,"Hypnotic, Anxiolytic, Anticonvulsant",Benzodiazepine,0.2,0.5,0.5,Sleep and anxiety disorders.
697,Nitrendipine,Antihypertensive,Calcium channel blocker,3.5,1.2,5.4,Cardiovascular.
698,Nitrofurantoin,Antibiotic,Urinary tract antiseptic,0.1,0.1,0,Infectious disease.
699,Nitroglycerin,Antianginal,"Vasodilator, converted to nitric oxide",0.2,0.8,5,Cardiovascular.
700,Nitroprusside,Hypertensive emergencies; acute heart failure,Nitric oxide (NO) donor causing vasodilation,3,0,0,"Therapeutic area is cardiovascular, a comorbidity of obesity, but not weight management itself. Mechanism is completely unrelated to GLP-1 agonism."
701,Norepinephrine,Severe hypotension; shock,Alpha- and beta-adrenergic receptor agonist,1,0,0,"Used to raise blood pressure, which is distant from weight management goals. Adrenergic mechanism is unrelated to Wegovy's."
702,Norethisterone,Contraception; abnormal uterine bleeding; endometriosis,Progestin; inhibits ovulation and alters endometrium,0,0,0.7,Gynecological indications are unrelated to weight management. Hormonal mechanism is completely different.
703,Norfloxacin,"Bacterial infections (e.g., UTIs)",Fluoroquinolone antibiotic; inhibits bacterial DNA gyrase,0,0,0,Therapeutic area (infectious disease) and mechanism (antibiotic) are completely unrelated to weight management and GLP-1 agonism.
704,Norgestrel,Contraception,Progestin; suppresses ovulation,0,0,0.7,Contraception is unrelated to weight management. Hormonal mechanism is completely different.
705,Nortriptyline,Depression,Tricyclic antidepressant; inhibits reuptake of norepinephrine and serotonin,2,1,2.5,Therapeutic area (depression) has links to appetite but is not weight management. Neurotransmitter mechanism is distinct from GLP-1 agonism.
706,Noscapine,Dry cough,Sigma receptor agonist; cough suppressant,0,0,0,Cough suppression is completely unrelated to weight management and its mechanism is different.
707,Obeticholic Acid,Primary biliary cholangitis (PBC),Farnesoid X receptor (FXR) agonist,2.5,2,7.5,"Used for a liver disease. While FXR agonism affects metabolic pathways, it is not directly related to the GLP-1 pathway or weight management."
708,Octreotide Acetate,Acromegaly; carcinoid tumors,Somatostatin analog; inhibits hormone release,1.5,4,3,"Used for specific endocrine tumors. While it's a hormone analog affecting metabolic hormones, its mechanism and purpose are very different from a GLP-1 agonist."
709,Ofloxacin,Bacterial infections,Fluoroquinolone antibiotic; inhibits bacterial DNA gyrase,0,0,0,Therapeutic area (infectious disease) and mechanism (antibiotic) are completely unrelated to weight management and GLP-1 agonism.
710,Olanzapine,Schizophrenia; bipolar disorder,Atypical antipsychotic; dopamine D2 and serotonin 5-HT2A antagonist,1.5,1,3.9,"Psychiatric indication. Known to cause weight gain as a side effect, making its therapeutic effect opposite to Wegovy's goal. Mechanism is unrelated."
711,Olmesartan Medoxomil,Hypertension,Angiotensin II receptor blocker (ARB),3,0,5.8,"Cardiovascular comorbidity of obesity, but not weight management. Mechanism is completely unrelated."
712,Olopatadine,Allergic conjunctivitis/rhinitis,Histamine H1 receptor antagonist,0,0,0,Allergy treatment is completely unrelated to weight management and its mechanism is different.
713,Omalizumab,Allergic asthma; chronic urticaria,Monoclonal antibody; inhibits immunoglobulin E (IgE),0,0,0,Allergic/inflammatory conditions are unrelated to weight management. Mechanism as a monoclonal antibody is completely different.
714,Omeprazole,GERD; peptic ulcers,Proton pump inhibitor (PPI),1,0,1.6,"Targets the GI system for acid reduction, not weight management. Mechanism is completely unrelated."
715,Ondansetron,Nausea and vomiting,Serotonin 5-HT3 receptor antagonist,1,1,0,"Antiemetic. While it affects the GI system, its purpose and mechanism are very different from Wegovy's."
716,Opipramol,Generalized anxiety disorder,Sigma-1 receptor agonist,1.5,1,2,Psychiatric indication. Mechanism is unrelated to the GLP-1 pathway.
717,Orciprenaline,Asthma; COPD,Beta-2 adrenergic receptor agonist (bronchodilator),0,0,0,Respiratory conditions are unrelated to weight management. Mechanism is different.
718,Orlistat,Obesity management,Gastric and pancreatic lipase inhibitor,9.5,5,9.8,Therapeutic area is highly similar (obesity management). Mechanism is different (inhibits fat absorption) but achieves a similar goal.
719,Ornidazole,Protozoal and anaerobic bacterial infections,5-nitroimidazole antimicrobial,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
720,Oseltamivir Phosphate,Influenza treatment and prevention,Neuraminidase inhibitor,0,0,0,Antiviral for influenza is completely unrelated to weight management.
721,Otilonium Bromide,Irritable bowel syndrome (IBS),Antispasmodic; blocks L-type calcium channels in the gut,1.5,0,0.5,"GI indication, but for spasms, not weight. Mechanism is unrelated."
722,Oxaceprol,Osteoarthritis,Anti-inflammatory; inhibits leukocyte migration,2,0,4,"Treats a common comorbidity of obesity (osteoarthritis), but is not a weight management drug. Mechanism is unrelated."
723,Oxaliplatin,Colorectal cancer,Platinum-based chemotherapy agent,0,0,0,Oncology is an unrelated therapeutic area and mechanism.
724,Oxazepam,Anxiety; alcohol withdrawal,Benzodiazepine; enhances GABA effects,1.5,1,0.5,Psychiatric indication. Mechanism is unrelated to the GLP-1 pathway.
725,Oxcarbazepine,Epilepsy (seizures),Anticonvulsant; blocks voltage-gated sodium channels,0,0,0,Neurological indication and mechanism are unrelated to weight management.
726,Oxetacaine,Local anesthetic for oral/esophageal pain,Topical anesthetic; blocks sodium channels,0,0,0,Local anesthetic use is completely unrelated to weight management.
727,Oxiconazole,Fungal skin infections,Azole antifungal,0,0,0,Dermatological anti-infective is an unrelated area and mechanism.
728,Oxybutynin,Overactive bladder,Anticholinergic/antimuscarinic agent,0,0,0,Urological indication and mechanism are unrelated.
729,Oxymetazoline,Nasal congestion; rosacea,Alpha-adrenergic agonist (vasoconstrictor),0,0,0,Decongestant/dermatological use and mechanism are unrelated.
730,Oxyphenbutazone,Gout; rheumatoid arthritis,NSAID; inhibits COX enzymes,1,0,4.1,Anti-inflammatory for rheumatic conditions. Unrelated area and mechanism.
731,Oxytetracycline,Bacterial infections,Tetracycline antibiotic,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
732,Ozagrel,Cerebral vasospasm,Thromboxane A2 synthase inhibitor,0,0,4.5,Specific cerebrovascular condition is an unrelated area and mechanism.
733,Paclitaxel,Various cancers,Chemotherapy agent; stabilizes microtubules,0,0,0,Oncology is an unrelated therapeutic area and mechanism.
734,Paliperidone,Schizophrenia; schizoaffective disorder,Atypical antipsychotic; dopamine D2 and serotonin 5-HT2A antagonist,1.5,1,3.8,"Psychiatric indication. Known to cause weight gain, making its effect opposite to Wegovy's goal. Mechanism is unrelated."
735,Palonosetron,Nausea and vomiting,Serotonin 5-HT3 receptor antagonist,1,1,0,"Antiemetic. While it affects the GI system, its purpose and mechanism are very different from Wegovy's."
736,Pamidronate,Hypercalcemia of malignancy; bone metastases,Bisphosphonate; inhibits osteoclast activity,0,0,0,Bone metabolism disorders are an unrelated area and mechanism.
737,Pancreatin,Pancreatic insufficiency,"Enzyme replacement therapy (lipase, amylase, protease)",4,2,0.6,"Related to digestion and weight, but for malabsorption (opposite problem). Mechanism is very different."
738,Pancuronium,Skeletal muscle relaxation (anesthesia),Neuromuscular blocking agent,0,0,0,Use in anesthesia is completely unrelated to weight management.
739,Pantoprazole,GERD; peptic ulcers,Proton pump inhibitor (PPI),1,0,1.6,"Targets the GI system for acid reduction, not weight management. Mechanism is completely unrelated."
740,Papaverine,Erectile dysfunction; circulation problems,Vasodilator; phosphodiesterase inhibitor,1,0,0,Vasodilator use is unrelated to weight management.
741,Paracetamol,Pain and fever,Analgesic and antipyretic,0,0,0,Pain/fever management is unrelated to weight management.
742,Paracetamol/Acetaminophen,Pain and fever,Analgesic and antipyretic,0,0,0,Pain/fever management is unrelated to weight management.
743,Parecoxib,Postoperative pain,Selective COX-2 inhibitor,0,0,1,Pain management is unrelated to weight management.
744,Paroxetine,Depression; anxiety disorders,Selective serotonin reuptake inhibitor (SSRI),2,1,1.8,"Psychiatric indication. Can affect appetite, but not its primary purpose. Mechanism is distinct from GLP-1 agonism."
745,Pazopanib,Renal cell carcinoma; soft tissue sarcoma,Multi-targeted tyrosine kinase inhibitor,0,0,0,Oncology is an unrelated therapeutic area and mechanism.
746,Pefloxacin,Bacterial infections,Fluoroquinolone antibiotic,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
747,Pegfilgrastim,Chemotherapy-induced neutropenia,Granulocyte colony-stimulating factor (G-CSF) analog,0,0,0,Supportive care in oncology is an unrelated area and mechanism.
748,Pemetrexed,Mesothelioma; non-small cell lung cancer,Antifolate chemotherapy agent,0,0,0,Oncology is an unrelated therapeutic area and mechanism.
749,Penfluridol,Schizophrenia,Typical antipsychotic; dopamine D2 receptor antagonist,1.5,1,3.4,Psychiatric indication. Mechanism is unrelated to the GLP-1 pathway.
750,Penicillamine,Wilson's disease; rheumatoid arthritis,Chelating agent,0,0,0.8,Specific metabolic and autoimmune disorders are unrelated to weight management.
751,Pentazocine,Moderate to severe pain,Opioid analgesic,0,1,0.3,Pain management is an unrelated area. Mechanism is unrelated to GLP-1.
752,Pentosan Polysulfate Sodium,Interstitial cystitis,Bladder protectant,0,0,0,Urological indication and mechanism are unrelated.
753,Pentoxifylline,Peripheral vascular disease,Hemorheologic agent; improves blood flow,2,1,4.5,"Cardiovascular indication, but not weight management. Mechanism is unrelated."
754,Perampanel,Epilepsy,AMPA receptor antagonist,0,0,0,Neurological indication and mechanism are unrelated to weight management.
755,Perindopril Erbumine,Hypertension; heart failure,Angiotensin-converting enzyme (ACE) inhibitor,3,0,5.8,"Cardiovascular comorbidity of obesity, but not weight management. Mechanism is completely unrelated."
756,Permethrin,Scabies; lice,Neurotoxin for arthropods,0,0,0,Topical anti-parasitic is an unrelated area and mechanism.
757,Pethidine,Moderate to severe pain,Opioid analgesic,0,1,0.3,Pain management is an unrelated area. Mechanism is unrelated to GLP-1.
758,Phenazopyridine,Urinary tract pain,Urinary tract analgesic,0,0,0,Urological indication and mechanism are unrelated.
759,Pheniramine,Allergic reactions,First-generation antihistamine,0,0,0.8,Allergy treatment is completely unrelated to weight management.
760,Phenobarbitone,Seizures; anxiety,Barbiturate; enhances GABA effects,0,1,0,Neurological/psychiatric indications and mechanism are unrelated.
761,Phenoxybenzamine,Hypertension due to pheochromocytoma,Alpha-adrenergic blocker,1.5,0,5,Specific cardiovascular indication. Mechanism is unrelated.
762,Phenylephrine,Nasal congestion; hypotension,Alpha-1 adrenergic receptor agonist,0,0,0,Decongestant/vasopressor use and mechanism are unrelated.
763,Phenylpropanolamine,Nasal congestion; appetite suppression (historical),Sympathomimetic agent,6,4,7,"Historically used for appetite suppression (related area), but withdrawn for safety. Sympathomimetic mechanism is different from GLP-1."
764,Phenyramidol,Musculoskeletal pain,Centrally acting muscle relaxant,0,0,0,Pain management is an unrelated area and mechanism.
765,Phenytoin,Seizures (epilepsy),Anticonvulsant; blocks voltage-gated sodium channels,0,0,0,Neurological indication and mechanism are unrelated.
766,Phytomenadione,Vitamin K deficiency,Promotes synthesis of clotting factors,0,0,0,Hematological indication (coagulation) is unrelated.
767,Pidotimod,Recurrent respiratory/urinary infections,Immunomodulatory agent,0,0,0,Immunomodulation for infection prevention is unrelated.
768,Pilocarpine,Glaucoma; dry mouth,Muscarinic acetylcholine receptor agonist,0,0,0,Ophthalmic/oral indications and mechanism are unrelated.
769,Pimozide,Tourette's syndrome; schizophrenia,Typical antipsychotic; dopamine D2 receptor antagonist,1.5,1,0.5,Psychiatric indication. Mechanism is unrelated to the GLP-1 pathway.
770,Pioglitazone,Type 2 diabetes,PPAR-gamma agonist,8.5,6,8.5,"Therapeutic area (T2D) is highly related to weight management. Mechanism targets insulin sensitivity, a core metabolic issue, but is different from GLP-1."
771,Piperacillin,Bacterial infections,Penicillin antibiotic,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
772,Piperazine,Intestinal worm infections,Anthelmintic; paralyzes parasites,0,0,0,Anti-parasitic is an unrelated area and mechanism.
773,Piracetam,Cognitive disorders,Nootropic agent,0,0,0,Cognitive enhancement is an unrelated area and mechanism.
774,Pirfenidone,Idiopathic pulmonary fibrosis (IPF),Antifibrotic and anti-inflammatory agent,0,0,0,Respiratory disease is an unrelated area and mechanism.
775,Piroxicam,Osteoarthritis; rheumatoid arthritis,NSAID; inhibits COX enzymes,2,0,4.1,"Treats a common comorbidity of obesity (osteoarthritis), but is not a weight management drug. Mechanism is unrelated."
776,Pitavastatin,Hyperlipidemia,HMG-CoA reductase inhibitor (statin),8,5,6.8,Therapeutic area (high cholesterol) is a key comorbidity of obesity. Mechanism targets a related metabolic pathway but is different from GLP-1.
777,Placenta Extracts,Wound healing; cosmetic uses,Mixture of biologically active substances,0,0,0.1,Unproven/cosmetic uses are unrelated to weight management.
778,Plerixafor,Hematopoietic stem cell mobilization,CXCR4 chemokine receptor antagonist,0,0,0,Supportive care in oncology is an unrelated area and mechanism.
779,Policosanol,Lowering cholesterol (supplement),Thought to inhibit cholesterol synthesis,8,5,0.8,Therapeutic goal (lower cholesterol) is highly related. Mechanism is different but targets a related metabolic pathway.
780,Polidocanol,Sclerotherapy for varicose veins,Sclerosant,0,0,2,Vascular procedure agent is an unrelated use and mechanism.
781,Polycarbophil,Constipation; diarrhea,Bulk-forming laxative,1,0,0.2,"GI indication, but for bowel regulation, not weight management."
782,Polyethylene Glycol,Constipation; bowel prep,Osmotic laxative,1,0,0.2,"GI indication, but for bowel regulation, not weight management."
783,Polystyrene Sulfonate,Hyperkalemia,Cation-exchange resin,0,0,0,Electrolyte imbalance treatment is an unrelated area and mechanism.
784,Polyvinyl Alcohol,Dry eyes,Ocular lubricant,0,0,0,Ophthalmic use is completely unrelated.
785,Pomalidomide,Multiple myeloma,Immunomodulatory drug (IMiD),0,0,0,Oncology is an unrelated therapeutic area and mechanism.
786,Posaconazole,Fungal infections,Azole antifungal,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
787,Potassium Chloride,Hypokalemia,Electrolyte replenishment,0,0,0,Electrolyte imbalance treatment is an unrelated area and mechanism.
788,Potassium Citrate,Kidney stones,Urinary alkalinizer,0,0,4.7,Urological indication and mechanism are unrelated.
789,Potassium Magnesium Citrate,Nutritional supplement; kidney stones,Mineral supplement; urinary alkalinizer,0,0,4.7,Nutritional/urological indications are unrelated.
790,Povidone Iodine,Topical antiseptic,Topical microbicidal agent,0,0,0,Topical antiseptic use is completely unrelated.
791,Pralidoxime,Organophosphate poisoning antidote,Cholinesterase reactivator,0,0,0,Toxicology antidote is an unrelated use and mechanism.
792,Pramipexole,Parkinson's disease; restless legs syndrome,Dopamine agonist,1,2,1,Neurological indication. Mechanism is unrelated to GLP-1.
793,Prasugrel,Acute coronary syndrome,P2Y12 platelet inhibitor,3,0,6.9,"Cardiovascular indication, but not weight management. Mechanism is unrelated."
794,Pravastatin,Hypercholesterolemia,HMG-CoA reductase inhibitor (statin),8,5,6.8,Therapeutic area (high cholesterol) is a key comorbidity of obesity. Mechanism targets a related metabolic pathway but is different from GLP-1.
795,Praziquantel,Schistosomiasis (fluke infections),Anthelmintic,0,0,0,Anti-parasitic is an unrelated area and mechanism.
796,Prazosin,Hypertension; PTSD nightmares,Alpha-1 adrenergic blocker,3,0,5.7,"Cardiovascular comorbidity of obesity, but not weight management. Mechanism is completely unrelated."
797,Prednisolone,Inflammatory and autoimmune conditions,Glucocorticoid,1.5,1,3.2,Anti-inflammatory/immunosuppressant. Often causes weight gain. Unrelated mechanism.
798,Pregabalin,Neuropathic pain; fibromyalgia; epilepsy,Binds to alpha-2-delta subunit of calcium channels,1,0,4.8,Neurological/pain indications are unrelated to weight management.
799,Prilocaine,Local anesthesia,Amide-type local anesthetic,0,0,0,Local anesthetic use is completely unrelated.
800,Primaquine,Malaria,Antimalarial,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
801,Primidone,Seizures (epilepsy),Anticonvulsant (metabolized to phenobarbital),0,1,0,Neurological indication and mechanism are unrelated.
802,Proanthocyanidin,Dietary supplement (antioxidant),Polyphenol with antioxidant/anti-inflammatory properties,5,4,0.1,"Supplement with potential effects on appetite suppression, which is related to weight management. Proposed mechanisms are different from Wegovy's."
803,Procarbazine,Hodgkin's lymphoma,Alkylating-like chemotherapy agent,0,0,0,Oncology is an unrelated therapeutic area and mechanism.
804,Prochlorperazine,Severe nausea and vomiting; schizophrenia,Dopamine D2 receptor antagonist,1.5,1,3.4,Antiemetic/antipsychotic. Not for weight management. Mechanism is unrelated.
805,Procyclidine,Parkinson's disease; drug-induced extrapyramidal disorders,Anticholinergic,0,0,0,Neurological indication and mechanism are unrelated.
806,Progesterone,Hormone replacement therapy; menstrual disorders,Progesterone receptor agonist,0,0,0.7,Gynecological indications are unrelated to weight management. Hormonal mechanism is completely different.
807,Proguanil,Malaria,Antimalarial; inhibits parasitic dihydrofolate reductase,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
808,Promethazine,Allergies; nausea; motion sickness,First-generation antihistamine,1,1,0.9,"Multiple indications, none of which are weight management. Mechanism is unrelated."
809,Propofol,Anesthesia; sedation,Positive modulator of GABA-A receptor,0,1,0,Anesthetic use is completely unrelated.
810,Propranolol,Hypertension; angina; migraine,Non-selective beta-blocker,3,0,5,"Cardiovascular indications are comorbidities of obesity, but it's not a weight management drug. Mechanism is unrelated."
811,Protamine Sulfate,Heparin overdose antidote,Binds to heparin,0,0,0,Toxicology antidote is an unrelated use and mechanism.
812,Prothionamide,Tuberculosis,Inhibits mycolic acid synthesis,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
813,Prucalopride,Chronic idiopathic constipation,Selective serotonin 5-HT4 receptor agonist,2,2.5,2,"GI indication, but for motility, not weight management. Mechanism is different but also targets a GI receptor."
814,Prulifloxacin,Bacterial infections,Fluoroquinolone antibiotic,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
815,Pseudoephedrine,Nasal congestion,Alpha- and beta-adrenergic agonist,0,0,0,Decongestant use and mechanism are unrelated.
816,Pyrantel Pamoate,Intestinal worm infections,Anthelmintic,0,0,0,Anti-parasitic is an unrelated area and mechanism.
817,Pyrazinamide,Tuberculosis,Antitubercular agent,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
818,Pyridostigmine,Myasthenia gravis,Cholinesterase inhibitor,0,0,0,Neuromuscular disorder is an unrelated area and mechanism.
819,Pyrimethamine,Malaria; toxoplasmosis,Folic acid antagonist (antiprotozoal),0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
820,Pyritinol,Cognitive disorders,Nootropic agent,0,0,0.1,Cognitive enhancement is an unrelated area and mechanism.
821,Quetiapine,Schizophrenia; bipolar disorder,Atypical antipsychotic; dopamine D2 and serotonin 5-HT2A antagonist,1.5,1,3.9,Psychiatric indication. Known to cause weight gain. Mechanism is unrelated.
822,Quinapril,Hypertension; heart failure,Angiotensin-converting enzyme (ACE) inhibitor,3,0,5.8,"Cardiovascular comorbidity of obesity, but not weight management. Mechanism is completely unrelated."
823,Quinine,Malaria,Antimalarial,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
824,Rabeprazole,GERD; peptic ulcers,Proton pump inhibitor (PPI),1,0,1.6,"Targets the GI system for acid reduction, not weight management. Mechanism is completely unrelated."
825,Racecadotril,Diarrhea,Enkephalinase inhibitor,0,0,0.3,Antidiarrheal use and mechanism are unrelated to weight management.
